ecimk,KSHkod,telkod,megye,telnev,teltip,teltip3,teltip8,jaraskodKSH,nepesseg,UTCA,Hazszam,eredm
381,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,HUNYADI JÁNOS UTCA,73,2
382,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,KELETI KÁROLY UTCA,11/B,0
383,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,KOKÁRDA UTCA,4,1
386,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,NAGYKOVÁCSI ÚT,011355/0002,2
387,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,NAPVIRÁG UTCA,17,0
388,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,NEDŰ UTCA,21,0
390,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,SZABADSÁG UTCA,32,2
391,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,SZÁSZ KÁROLY UTCA,1,1
392,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,SZILÁGYI ERZSÉBET FASOR,17,1
393,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,TÖRÖKVÉSZ ÚT,84,0
394,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,TÖRÖKVÉSZ ÚT,95-97,2
395,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,TÖVIS UTCA,48,0
396,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,TÜSKE UTCA,7,1
397,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,VÉRHALOM UTCA,10,0
399,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,VIOLA UTCA,5,2
400,3179,3179,1,Budapest 02. kerület,1,1,1,999,87744,ZÖLDKERT ÚT,7,0
401,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,BÉCSI ÚT,225,0
402,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,BOGLÁR UTCA,4,2
403,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,CSOBÁNKA TÉR,2,2
404,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,DIÓFA UTCA,3,0
405,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,ÉSZAK UTCA,10,0
406,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,ÉSZAK UTCA,22,1
407,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,FÜST MILÁN UTCA,1,1
408,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,GYŰRŰ UTCA,4,1
409,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,HATVANY LAJOS UTCA,8,2
410,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,HEDVIG UTCA,10,2
412,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,HUNYADI UTCA,49,1
413,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,JELES UTCA,57-59,2
414,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,JÓS UTCA,1,2
415,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,JUHÁSZ GYULA UTCA,11,2
416,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,KADOSA UTCA,42,1
418,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,KENYERES UTCA,11,1
420,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,KERÉK UTCA,30,0
421,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,KIRÁLYOK ÚTJA,182,1
423,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,KUNIGUNDA ÚTJA,35,1
426,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,LEÁNYFALU UTCA,15,2
427,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,MAROS UTCA,14,0
429,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,PAPÍRGYÁR UTCA,3,1
430,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,PIRKADAT UTCA,21,0
431,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,RAKTÁR UTCA,12,1
432,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,RAKTÁR UTCA,50,0
434,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,SAROGLYA UTCA,022845/0004,0
435,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,SOLYMÁR UTCA,2,0
436,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,SZENTENDREI ÚT,32,2
438,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,TÍMÁR UTCA,26,0
439,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,VALÉRIA UTCA,11/A,0
440,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,VÁROSFAL KÖZ,1,1
443,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,ZÁPOR UTCA,59,0
444,18069,18069,1,Budapest 03. kerület,1,1,1,999,126478,ZSIRAI MIKLÓS UTCA,3,1
445,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ARADI UTCA,5,0
446,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ARADI UTCA,6,2
447,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ÁRPÁD ÚT,12.aug,1
448,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,BERDA JÓZSEF UTCA,40,0
449,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,BUCKA UTCA,64,0
450,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,CSERZŐ UTCA,3,1
451,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,CSÍKSOMLYÓ UTCA,2,0
452,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,CSÍKSOMLYÓ UTCA,4,0
455,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ERDŐSOR ÚT,22,0
456,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ERZSÉBET UTCA,18,1
457,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,GÁRDONYI GÉZA UTCA,23,2
459,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,HAJLÓ UTCA,40,2
460,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,JÁRMŰTELEP UTCA,15,1
461,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,LAKKOZÓ UTCA,45,2
462,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,LEBSTÜCK MÁRIA UTCA,63,0
463,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,MIKSZÁTH KÁLMÁN UTCA,16,0
464,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,MUNKÁSOTTHON UTCA,55,2
465,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,PÁLYA UTCA,24,2
466,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,PERÉNYI ZSIGMOND UTCA,66,1
467,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,PETŐFI UTCA,12,0
468,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,RÓZSA UTCA,5,2
469,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,RÓZSA UTCA,36/B,1
470,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,RÓZSA UTCA,59,0
472,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,SZIGETI JÓZSEF UTCA,15,1
473,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,TÓ UTCA,7,0
474,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,TOMORI UTCA,6,0
475,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,TÓTH ALADÁR UTCA,19,2
476,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,VASVÁRI PÁL UTCA,2,2
478,5467,5467,1,Budapest 04. kerület,1,1,1,999,98284,ZICHY MIHÁLY UTCA,42,1
574,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,BAZALT UTCA,4,0
575,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,BIHARI UTCA,5/D,1
576,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,CSILLA UTCA,8/A,2
577,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,FÜZÉR UTCA,42,0
578,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,GŐZMOZDONY UTCA,4,0
579,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,GYAKORLÓ UTCA,10,0
580,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,GYAKORLÓ UTCA,16,2
583,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,HARGITA SÉTÁNY,8,2
584,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,HÁRSLEVELŰ UTCA,27/C,0
585,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,HUNGÁRIA KÖRÚT,07.máj,2
586,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,IHÁSZ UTCA,22,0
588,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KISBACON UTCA,1,1
589,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KORPONAI UTCA,11,2
590,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KOZMA UTCA,15,1
591,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KŐBÁNYAI ÚT,45/A,0
592,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KŐBÁNYAI ÚT,45/A,0
593,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KŐRÖSI CSOMA SÁNDOR ÚT,9,1
594,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,KŐRÖSI CSOMA SÁNDOR ÚT,35-37,2
595,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,MÁDI UTCA,2/B,0
596,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,MÁDI UTCA,169,1
598,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,ÓNODI UTCA,7,1
599,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,SOMFA KÖZ,15,1
600,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,SÖRGYÁR UTCA,33/B,1
601,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,TAVAS UTCA,1,1
602,10700,10700,1,Budapest 10. kerület,1,1,1,999,80978,VASPÁLYA UTCA,56,1
604,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ANDOR UTCA,11/A,2
605,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ÁRNIKA UTCA,1,2
606,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BARANYAI TÉR,10,1
607,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BARTÓK BÉLA ÚT,23,0
609,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BERCSÉNYI UTCA,9,0
610,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BEREGSZÁSZ ÚT,56/C,0
611,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BOCSKAI ÚT,05.márc,2
612,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BOCSKAI ÚT,15,2
614,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BOCSKAI ÚT,52-54,0
615,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BOGDÁNFY UTCA,8/A,0
616,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BOGLÁRKA UTCA,19,0
617,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,BUDAFOKI ÚT,81,2
618,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,CSIKI-HEGYEK UTCA,3,1
620,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,DAYKA GÁBOR UTCA,13,0
622,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ELŐPATAK UTCA,21-23,2
624,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ETELE ÚT,32/B,2
625,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ETELE ÚT,34/A,0
626,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,ETELE ÚT,67,2
627,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,FEJÉR LIPÓT UTCA,64,0
629,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,IBRAHIM UTCA,13,2
631,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,IGMÁNDI UTCA,45,2
632,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,IRINYI JÓZSEF UTCA,32/B,0
633,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,KARINTHY FRIGYES ÚT,18,0
635,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,KEVEHÁZA UTCA,19-21,2
636,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,KOND VEZÉR UTCA,7,0
637,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,MAJOR UTCA,12/B,2
639,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,MEZŐKÖVESD ÚT,14,2
640,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,NÁDORLIGET UTCA,8,1
642,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,RÁTZ LÁSZLÓ UTCA,36,1
643,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,REGŐS KÖZ,1,0
645,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,SASADI ÚT,96,1
646,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,SCHWEIDEL UTCA,31,1
647,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,TAS VEZÉR UTCA,28,1
648,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,TÉTÉNYI ÚT,36,0
650,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,TORBÁGY UTCA,8,2
652,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,TÖRCSVÁR UTCA,14,0
653,14216,14216,1,Budapest 11. kerület,1,1,1,999,143165,VILLÁNYI ÚT,83-85,1
655,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,ÁLOM UTCA,16,2
656,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,AVAR UTCA,25/B,0
657,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,BÍRÓ UTCA,14,2
658,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,DIÓS ÁROK,16,0
659,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,GALGÓCZY UTCA,10,2
662,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,KISS JÁNOS ALTB. UTCA,47,0
663,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,KRISZTINA KÖRÚT,04.febr,0
664,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,KÚTVÖLGYI ÚT,43,2
668,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,NÁRCISZ UTCA,27,0
669,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,PAGONY UTCA,23/A,2
670,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,RÁCZ ALADÁR ÚT,164/B,0
671,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,RÁTH GYÖRGY UTCA,54,0
673,24697,24697,1,Budapest 12. kerület,1,1,1,999,57709,VÁROSMAJOR UTCA,72,1
674,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,BALZAC UTCA,40/A,0
675,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,CSÁNGÓ UTCA,28,2
676,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,CSÁNGÓ UTCA,30,2
677,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,FIASTYÚK UTCA,39/A,2
678,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,FIASTYÚK UTCA,45/A,0
679,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,FIASTYÚK UTCA,62,0
680,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,FORGÁCH UTCA,32,0
681,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,FRANGEPÁN KÖZ,7,1
682,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,GIDÓFALVY LAJOS UTCA,33,2
683,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,GIDÓFALVY LAJOS UTCA,35,2
686,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,HEGEDŰS GYULA UTCA,52-54,0
687,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,HERZEN UTCA,6,0
690,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,JÓZSEF ATTILA TÉR,8/B,0
691,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,KÁRPÁT UTCA,18,2
692,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,KASSÁK LAJOS UTCA,59,0
694,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,KATONA JÓZSEF UTCA,10/B,0
695,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,KESZKENŐ UTCA,17,2
696,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,KISGÖMB UTCA,14-16,2
697,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,LEHEL UTCA,74-76,2
698,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,MARINA SÉTÁNY,1,0
699,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,ÖRDÖGMALOM UTCA,14,2
700,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,PAP KÁROLY UTCA,10,0
701,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,PETNEHÁZY UTCA,55,0
702,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,POZSONYI ÚT,11,0
703,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,RADNÓTI MIKLÓS UTCA,14/B,2
704,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,REITTER FERENC UTCA,116,2
705,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,SZEKSZÁRDI UTCA,9,0
707,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,SZENT LÁSZLÓ ÚT,35,2
708,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,TEVE UTCA,49/B,0
709,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,TOMORI UTCA,25/A,0
710,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,TÜZÉR UTCA,44,2
712,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,ÜTEG UTCA,19,0
713,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,VÁCI ÚT,161,2
714,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,VISEGRÁDI UTCA,5/B,2
715,24299,24299,1,Budapest 13. kerület,1,1,1,999,119057,VISEGRÁDI UTCA,36,1
718,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,BAGOLYVÁR UTCA,5,1
719,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,BALÁZS UTCA,41,2
720,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,BOLGÁRKERTÉSZ UTCA,8,0
721,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,CSEREBOGÁR UTCA,39,1
722,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,CSERTŐ UTCA,18-20,0
723,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,CSÖMÖRI ÚT,34/A,2
725,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,FAJANSZ UTCA,5,0
727,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,FÜREDI UTCA,64-66,0
728,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,GYARMAT UTCA,87,0
729,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,HUNGÁRIA KÖRÚT,136,0
730,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,ILKA UTCA,19,0
731,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,ILKA UTCA,30,2
732,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,JÁVORKA ÁDÁM UTCA,30,1
733,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,KASSAI UTCA,115,2
734,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,KASSAI UTCA,164/A,1
735,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,KEREPESI ÚT,50,2
737,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,MEXIKÓI ÚT,52/A,1
738,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,MOGYORÓDI ÚT,197,2
739,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,NAGY LAJOS KIRÁLY ÚTJA,31,2
740,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,NAGY LAJOS KIRÁLY ÚTJA,53,2
741,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,NAGY LAJOS KIRÁLY ÚTJA,198,2
745,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,RÓNA PARK,4,2
746,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,RÓNA UTCA,107/B,0
747,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,RÓNA UTCA,109,0
748,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,RÓNA UTCA,141,1
749,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,RÓNA UTCA,162,0
750,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,SÁRRÉT PARK,4,1
751,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,STEFÁNIA ÚT,71,1
752,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,SZABÓ JÓZSEF UTCA,14/B,0
753,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,SZIKSZÓ PARK,13,1
754,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,SZILÁGYSOMLYÓ UTCA,60,1
755,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,SZUGLÓ UTCA,93-95,1
757,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,TORONTÁL UTCA,56-58,2
758,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,TÖRÖKŐR UTCA,61,0
760,16337,16337,1,Budapest 14. kerület,1,1,1,999,127010,VADVIRÁG UTCA,40,1
900,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,ADY ENDRE UTCA,97,2
901,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,BÁDOGOS UTCA,51,2
902,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,BAROSS UTCA,35,0
903,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,BÁTHORI UTCA,10,0
904,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,BIRÓ MIHÁLY UTCA,6,0
905,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,EPERJES UTCA,8,0
906,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,FRANGEPÁN UTCA,2,0
907,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,HATÁR ÚT,91,2
909,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,LAJTHA LÁSZLÓ UTCA,3,0
911,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,MÁRTÍROK ÚTJA,132,0
912,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,MÁRTÍROK ÚTJA,156,1
913,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,NAGY GYŐRY ISTVÁN UTCA,21,0
915,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,PETERDY UTCA,2,0
916,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,RÓZSÁS UTCA,3,1
917,6026,6026,1,Budapest 20. kerület,1,1,1,999,64358,TÖRÖK FLÓRIS UTCA,28,2
921,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,BÁNYA UTCA,3,0
923,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,BOKROS UTCA,13,0
925,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,II. RÁKÓCZI FERENC ÚT,107-115,0
926,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,II. RÁKÓCZI FERENC ÚT,345,0
927,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KÁROLI GÁSPÁR UTCA,79,2
928,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KASSAI UTCA,66,2
929,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KOMÁROMI UTCA,41,1
930,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KOSSUTH LAJOS UTCA,116,0
931,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KOSSUTH LAJOS UTCA,120,0
932,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KOSSUTH LAJOS UTCA,142,0
933,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,KRIZANTÉM UTCA,40,0
934,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,LILIOM UTCA,19,0
936,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,MÁRIA KIRÁLYNÉ ÚTJA,48,0
938,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,NYUSZI SÉTÁNY,2,0
939,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,PÖLTENBERG UTCA,21,2
940,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,PULI SÉTÁNY,25,0
944,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,TARPATAKI UTCA,7,0
947,13189,13189,1,Budapest 21. kerület,1,1,1,999,75055,ZSÁK HUGÓ UTCA,2,0
948,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,ASZÁLY UTCA,15/A,2
949,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,BARACKOS ÚT,2,1
950,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,BATTHYÁNY UTCA,3,2
951,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,CSUT UTCA,6/A,2
952,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,DUKÁT UTCA,15,0
953,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,GYŰSZŰ UTCA,6,0
955,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,HÁROS UTCA,163,1
956,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,HŰSÉG UTCA,24,2
957,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,KOMÁROMI ÚT,31,1
958,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,LEÁNYKA UTCA,5,0
959,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,NARANCSVIRÁG UTCA,4,2
960,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,ŐSZAPÓ UTCA,6,1
961,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,PÉCSI UTCA,9,1
963,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,TÓTH JÓZSEF UTCA,14,0
965,10214,10214,1,Budapest 22. kerület,1,1,1,999,53704,ZSINEG UTCA,42,0
966,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,DÉLITEMETŐ UTCA,25,1
967,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,HORGÁSZ PART,3,0
968,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,KÖNYVES UTCA,28,1
969,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,SZIKES UTCA,12,1
970,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,SZILÁGYI DEZSŐ UTCA,76,0
971,34139,34139,1,Budapest 23. kerület,1,1,1,999,21155,TÁNCSICS MIHÁLY UTCA,63,0
